,tweet,topic,sentiment
933,This was laid out in the last meeting of the Oregon legislature's COVID-19 response team.https://t.co/hXcEiphlWm,,
934,@OurBestTimeline People need to re-read Herbert Simon on institutional rationality &amp; the capacity of institutions to make decisions.The response to the pandemic exemplifies bounded rationality.,,
935,@SandraDunn1955 @Jennyflower Yes it can be. Gastrointestinal problems seem to be common in children after covid. My daughter had ongoing nausea. Doctor said the virus can upset gut microbes. Worth following longcovid kids support group for advice if you are on Facebook. Probiotics may help but check with doc,,
936,"Douche Bag Trump Would've Already Made a Vaccine for Omicron Variant, Trump Stump Cow, Stephen Miller Claims https://t.co/KwGeHnRiWD",,
937,"@DoubleEph @oluafolabi @Tomi_Oladipo @Kdenkss Tbh, facemasks are just gate passes, Covid is a none issue to a majority of the population, people can’t feel it. In most communities, lives are lost to less serious ailments, so why should corocoro be such a big deal, that we pay for it with our livelihood?",,
938,"@thankanartist @ABC7 It is a shame the ""vaccine"" doesn't work.Natural immunity does work. Yet they are firing EMT's, doctor's and nurses with natural immunity. This is not about health is it.#ControlAgenda",,
939,@greta While covid carriers walk into the US across our southern border?  When will this hypocrisy be addressed?,,
940,"i gotta admit, omicron is a sick name",,
941,@medschooladvice @tmccull603 The BIGGLIEST LOSER made covid 19 a political issue when it's a public health issue https://t.co/Zqb7NJ9r5f,,
942,Finally arrived at Sai Gon after 7-day quarantine ✈️ https://t.co/bCFNfUp9hW,,
943,"Indeed.,.what better way to reduce population by spreading #OmnicronVariant #Covid_19 so more wealth for remaining few#ThankYouModijiWatta #Masterstroke😎Btw...with poor dead- will u clean your toilet🤔 https://t.co/7SoKp8JFM3",,
944,"“The South African public health labs are hugely to be commended for sequencing this, finding it, sharing the data … I really hope we’re not disincentivizing other countries from doing that if they have huge economic consequences because of travel bans.”https://t.co/VQ8fySlGCL",,
945,Fck FNC! I had already noticed that Rowoon is working non-stop. I bet this agency doesn't even let him sleep or eat properly. Clearly they are not concerned about his health. Let the man get vaccinated mf!! https://t.co/miFg90Bzbz,,
946,"Covid: New Omicron variant not a disaster, says Sage scientist https://t.co/RpLuz6V1qJ",,
947,@laesafaith @richardzussman You need to take your own health into your own hands. Everything you should have been following and knowing about that you haven’t is right here https://t.co/dwwWFJrSD3,,
948,"The eighteenth variant Omicron is their newest push to contain and control us.They've lost the narrative, sane people don't give a shit about COVID anymore and they are absolutely desperate to cling on to that power the last 2 years has brought them. I will NEVER COMPLY.",,
949,"November 26, 2021 9:20 PM EDT Real-time mapping of #COVID19  #nCov (2019-nCoV) Global Cases (Confirmed Cases and Total Deaths)  https://t.co/oqeBcFG6H9    Daily New Cases: 587,118 (Bad news)Daily New Deaths: 6,939 https://t.co/dIIxYkeywn",,
950,@JoeBiden Pharma co. need more taxpayer money for new boosters &amp; new test kits for new variant. They have already spent the billions of taxpayer money to create a vaccine &amp; testing for a virus that has affected 12% of America &amp; killed .3% of the population! Get our checkbook out!,,
951,@covid_clarity I represent Mama Theresahttps://t.co/Np0JMkqluy,,
952,"@latimes Let’s go OMNICRON, beat Omicron",,
953,@disclosetv Finally the Necronomicon variant arrived to reinforce the #COVID19 Nazis on their war against natural rights.,,
954,@VincentLavinci @Artsy242 You the one not thinking. Natural immunity is 13 times stronger than Pfizer vaccine (best there is) and you think purposely weakening your body's defence is the solution? 🤦🏾‍♂️,,
955,"Swiss vote in Covid passports.60/40 in favour.In my opinion, why it would be different here:▪️We’ve had 4 mths of freedom▪️Hospitality is on its knees▪️Large % of ethnic groups are unvaccinated ▪️Scottish &amp; Welsh leaders admitted no evidence except to coerce vaccinations",,
956,@ccmc77 @FahQseattle @komonews I'm naturally immune.  Vaccine not needed,,
957,@KumarKumar413 @ndtv Everybody knew about COVID too..dekha na kya haal hua..Gappu fir barbad karega desh ..this is not panic this is giving them heads-up,,
958,"Omicron is coming for you!!! Quick, hide under the couch! I’ve had Covid twice now—why not go for 3. I’ve had flus that were much worse. As Esther once said, “If I perish, I perish.” Just a reminder of how short life really is!",,
959,@vngalwana @zilevandamme What people also don’t understand is that unvaccinated ppl are breeding grounds for new mutations. Much like a weed that’s left in a garden. With every new variant the vaccine become less effective so boosters are needed. So the unvaccinated are really the ones making this worse.,,
960,Omicron... everything reminds me of him...,,
961,@jeff_villano2 Yeah gee I wonder why. We are the same and now mandatory vaccines for kids to attend schools we are over 90% vaccinated and have to wear GDF masks all day long 😡,,
962,The Ministry of Health and Population announced Sunday the reception of 3.89 million doses of Pfizer vaccine through Covax and Gavi.https://t.co/AzwPRKFgN8,,
963,"@GordonBrown @guardian Rolling out to the younger end, where there is minimal risk of severe illness, is a mistake. Dame Sarah Gilbert warned of this. Vaccine supplies should have gone to developing nations as soon as we had protected the top 9 groups.",,
964,@AdamWeinstein @daveweigel Gezum crow. Look at the death rates from the last wave. Vaccines WORK. And @POTUS has done everything in his power to get Americans vaccinated. States that didn't show us that vaccines work. Their deaths are higher.,,
965,"@JoeDeertay @FMcmasterson @Mattschmer @ABC They do have the data and data from other countries also.  4.25 billion vaccinated around the world.  Since end of Dec.  They have lots of data, but new varriants change the game.",,
966,@freewheel33 @CoslettLinda The point was to say ivermectin won a Nobel &amp; does reduce Covid death considerably,,
967,"@ValoisDuBins @talkRADIO @Iromg @THEJamesWhale The current pandemic isn't dangerous for the vast majority of people, 99% of people who get covid survive it.Those who are at danger should be left to their own devices to protect themselves, instead of forcing the whole society to put their lives on hold for them.",,
968,"@DonCryptoDraper @krugermacro And also importantly that we will have more data/info in 2 days as sequences are uploaded, 2 weeks when biontech will have lab data",,
969,@kyriepaoli @Astevenson30 @RealCandaceO You people are nuts. I just recovered from Covid. I’ve had worse symptoms from food poisoning for Christ sakes.,,
970,Covid has become too big of a business for it to ever go away ⬇️⬇️⬇️ https://t.co/UDA7xjhJ2j,,
971,@BBCBreaking @PedzisaiRuhanya Hence banning travel is appropriately done. No Bristol must leave Britain to contain the 4th variant Omicron. So why should Africans cry for travelling to a country where Omicron has been dictated. #Africanlivematter,,
972,@lunga_Mzimba Like the same Dormicum used to sedate patients is now used for covid..he is a real moron this guy surely,,
973,@DYO_Research Whatever hater. Just cause you love Fauci and the media stop bothering other people. I’m vaccinated and I don’t tell others what to do. Who the F are you to do so you are safe right?,,
974,Remember when President Trump caught covid and said the doctors gave him something great but he doesn't know what it was that should tell you everything you need to know about this BS vaccine scam.,,
975,"@Sulcharae Seems a lot of year Rs are out with cold, tho some with covid, so plenty of germs going around 😬",,
976,"The mutation in Omicron ,also know is B.1.1.529, could help the virus evade the body immune response and make it more transmissible .It could take week to know if current vaccine are less effective against it. https://t.co/DyzhU7TRzi",,
977,"@hrw rusty cutlery in the room. Babies don't even have a tetanus vaccine. I called the police. I tried to do it, but the officers listened and said we can't do anything and left. He said it's not a crime to shout at children in Germany, he said it's not a crime to scare him and left.",,
978,@k_obrien55 @NHL How much of a fight did the organization put up for its players and staff or was opening the new arena on time more important?It seems business came before the safety of people which is sadly not a new phenomenon during this pandemic.,,
979,@phis0n @Datenshi_23 what vaccine u taking,,
980,Omicron: everything you need to know about new Covid variant https://t.co/Rl0pR9b6PV,,
981,@BlueDino38 @LozzaFox @TwitterSafety He's talking about vaccine deaths you 🤡 😂,,
982,"China is imposing quarantines of up to 7 weeks for cargo ship crew, and it's bad news for the supply chain https://t.co/fYjuOAfIkQ via @businessinsider",,
983,When is it safe to restart #workout routines after recovering from #COVID19? Here's what the experts say. https://t.co/dKF3hCxchC,,
984,@ZubyMusic This name sounds like some sort of transformer that’s here to make sure you go get the vaccine. TRANSFORMERS-BLOOD CLOTS IN DISGUISE.,,
985,Deadline for vaccine mandate for essential border crossers to be extended https://t.co/nTzXkiuQQG,,
986,"Footage of Stephen and Tony in the office, deciding how long people should quarantine for. https://t.co/bfP44T7hql",,
987,@MarylouiseMcla1 2 weeks ago the scientists were mystified. One look at your bio is all i need to see to understand your one of the technocrats right behind the scamdemic. https://t.co/9VXpMVQzeG,,
988,@briantylercohen The goal is PROFITS. This entire Anti-Vaxx Anti-Lockdown Misinformation war on the living has been perpetrated by Wealthy Right Wingers like Koch Industries. They are making profits hand over fist since the pandemic began. Death and all that follows is inconsequential.,,
989,@BiancaBelairWWE @YaOnlyLivvOnce Are you as bored as I am in this quarantine?,,
990,"In case you missed it: Obscure cryptocurrency with the same name as the newly detected COVID-19 variant, Omicron, is surging: by @BillyBambroughhttps://t.co/JRPV5eqtyv",,
991,@TheShovel Maybe by then there will actually be something to quarantine for,,
992,"China study warns of 'colossal' COVID outbreak if it opens up like U.S., France maintained a zero-tolerance, importance of containing local cases when they are found outweighs the disruptions caused by efforts to trace, isolate and treat the infected.https://t.co/rpMjIw2dxY",,
993,"@TrumpHotels Donald Trump, Remorseless Asshole, Apparently Won’t Encourage People to Get Vaccinated Because It Would Be Doing Biden a “Favor” https://t.co/XHdRIOwfJf via @VanityFair",,
994,Vaccine production for new variants is actually very fast. https://t.co/8Hbz1eLlIu,,
995,@mingrande__ Baby Covid cases are rising here 😭,,
996,"@rinewithoutacat Covid 19  is  a  biological  weapon: The  goal  of  this  pandemic  is  to  destroy  the  economies of  China’s  geopolitical  and  regional  rivals (The  United  States,  UK,  India and Brazil):  https://t.co/CRncflXFiz",,
997,"@DrTomFrieden So? People know the risks but make a choice. THEY live with that choice, not the people vaccinated. Smoking for example is a choice, and people know that smoking will most likely kill them. Smoking is still the LEADING cause of preventable death worldwide.",,
